en,Venom: Let There Be Carnage,2021-09-30,6.8,97,['Science Fiction', 'Action', 'Adventure']
en,Eternals,2021-11-03,7.1,157,['Action', 'Adventure', 'Science Fiction', 'Fantasy']
en,Dune,2021-09-15,8.0,155,['Action', 'Adventure', 'Science Fiction']
en,Army of Thieves,2021-10-27,6.9,127,['Action', 'Crime', 'Thriller']
en,Free Guy,2021-08-11,7.8,115,['Comedy', 'Action', 'Adventure', 'Science Fiction']
en,Gunpowder Milkshake,2021-07-14,6.5,114,['Action', 'Thriller', 'Crime']
en,Venom,2018-09-28,6.8,112,['Science Fiction', 'Action']
en,Halloween Kills,2021-10-14,7.0,105,['Horror', 'Thriller']
pl,W lesie dziś nie zaśnie nikt 2,2021-10-27,4.1,96,['Horror', 'Thriller']
